Title,Authors,Year,Citations,Journal,Link,Topic
Fecal microbiota transplantation for Clostridium difficile infection: systematic review and meta-analysis,"['Z Kassam', 'CH Lee', 'Y Yuan', 'RH Hunt']",2013,487,The American journal of,https://www.nature.com/ajg/journal/v108/n4/abs/ajg201359a.html,clostridium difficile
"A Comparison of Vancomycin and Metronidazole for the Treatment of Clostridium difficileAssociated Diarrhea, Stratified by Disease Severity","['FA Zar', 'SR Bakkanagari', 'K Moorthi']",2007,1048,Clinical Infectious,https://academic.oup.com/cid/article-abstract/45/3/302/358373,clostridium difficile
Stool substitute transplant therapy for the eradication of Clostridium difficile infection:'RePOOPulating'the gut,"['EO Petrof', 'GB Gloor', 'SJ Vanner', 'SJ Weese', 'D Carter']",2013,422,Microbiome,https://link.springer.com/article/10.1186/2049-2618-1-3,clostridium difficile
Interruption of recurrent Clostridium difficile-associated diarrhea episodes by serial therapy with vancomycin and rifaximin,"['S Johnson', 'C Schriever', 'M Galang']",2007,355,Clinical Infectious,https://academic.oup.com/cid/article-abstract/44/6/846/362881,clostridium difficile
Nosocomial Clostridium difficile colonisation and disease,"['S Johnson', 'CR Clabots', 'FV Linn', 'MM Olson']",1990,388,The Lancet,http://www.sciencedirect.com/science/article/pii/014067369091605A,clostridium difficile
Host and Pathogen Factors for Clostridium difficile Infection and Colonization,"['', 'P Brassard', 'N Dendukuri', 'C Bliveau']",2011,521,England Journal of,http://www.nejm.org/doi/full/10.1056/nejmoa1012413,clostridium difficile
Clostridium difficile and the aetiology of pseudomembranous colitis,"['HE Larson', 'AB Price', 'P Honour', 'SP Borriello']",1978,680,The Lancet,http://www.sciencedirect.com/science/article/pii/S0140673678909121,clostridium difficile
[CITATION][C] Successful treatment of relapsing Clostridium difficile colitis with Lactobacillus GG,"['SL Gorbach', 'TW Chang', 'B Goldin']",1987,555,The Lancet,,clostridium difficile
Incidence of Clostridium difficile Infection in Inflammatory Bowel Disease,"['JF Rodemann', 'ER Dubberke', 'KA Reske']",2007,390,Clinical,http://www.sciencedirect.com/science/article/pii/S1542356506013255,clostridium difficile
Epidemiology of Clostridium difficileassociated infections,"['F Barbut', 'JC Petit']",2001,391,Clinical Microbiology and Infection,http://onlinelibrary.wiley.com/doi/10.1046/j.1198-743x.2001.00289.x/full,clostridium difficile
"Clostridium difficile infection in patients discharged from US short-stay hospitals, 19962003","['LC McDonald', 'M Owings']",2006,896,Emerging infectious,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3291455/,clostridium difficile
Use of gastric acidsuppressive agents and the risk of community-acquired Clostridium difficileassociated disease,"['S Dial', 'JAC Delaney', 'AN Barkun', 'S Suissa']",2005,980,Jama,http://jamanetwork.com/journals/jama/fullarticle/202048,clostridium difficile
Clostridium difficile  More Difficult Than Ever,"['CP Kelly', 'JT LaMont']",2008,1241,New England Journal of Medicine,http://www.nejm.org/doi/full/10.1056/NEJMra0707500,clostridium difficile
Health Care Costs and Mortality Associated with Nosocomial Diarrhea Due to Clostridium difficile,"['L Kyne', 'MB Hamel', 'R Polavaram']",2002,803,Clinical Infectious,https://academic.oup.com/cid/article-abstract/34/3/346/387779,clostridium difficile
Association between antibody response to toxin A and protection against recurrent Clostridium difficile diarrhoea,"['L Kyne', 'M Warny', 'A Qamar', 'CP Kelly']",2001,722,The Lancet,http://www.sciencedirect.com/science/article/pii/S0140673600035923,clostridium difficile
Recommendations for Surveillance of Clostridium difficileAssociated Disease,"['', 'Ad Hoc Clostridium difficile Surveillance']",2007,509,Infection Control &,https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/recommendations-for-surveillance-of-clostridium-difficileassociated-disease/5985DC5DA36F268247DA1289A927C6D1,clostridium difficile
Asymptomatic Carriage of Clostridium difficile and Serum Levels of IgG Antibody against Toxin A,"['L Kyne', 'M Warny', 'A Qamar']",2000,895,New England Journal of,http://www.nejm.org/doi/full/10.1056/nejm200002103420604,clostridium difficile
"Guidelines for diagnosis, treatment, and prevention of Clostridium difficile infections","['CM Surawicz', 'LJ Brandt', 'DG Binion']",2013,981,The American journal of,https://www.nature.com/ajg/journal/v108/n4/abs/ajg20134a.html,clostridium difficile
"The multidrug-resistant human pathogen Clostridium difficile has a highly mobile, mosaic genome","['', 'H Wang', 'MTG Holden', 'A Wright', 'C Churcher']",2006,644,Nature,http://go.galegroup.com/ps/i.do?id=GALE%7CA183393754&sid=googleScholar&v=2.1&it=r&linkaccess=fulltext&issn=10614036&p=AONE&sw=w,clostridium difficile
A Large Outbreak of Clostridium difficileAssociated Disease with an Unexpected Proportion of Deaths and Colectomies at a Teaching Hospital Following,"['CA Muto', 'M Pokrywka', 'K Shutt']",2005,649,Infection Control &,https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/a-large-outbreak-of-clostridium-difficileassociated-disease-with-an-unexpected-proportion-of-deaths-and-colectomies-at-a-teaching-hospital-following-increased-fluoroquinolone-use/FEFCF2AD6286C2A73ECAF1B0DE345086,clostridium difficile
