Title,Authors,Year,Citations,Journal,Link,Topic
The AppLeS parameter sweep template: User-level middleware for the grid,"['H Casanova', 'F Berman', 'G Obertelli']",2000,511,,http://ieeexplore.ieee.org/abstract/document/1592773/,APPLES
On putting apples into bottlesA problem of polysemy,"['RC Anderson', 'A Ortony']",1975,529,Cognitive Psychology,http://www.sciencedirect.com/science/article/pii/0010028575900080,APPLES
Measuring consumer demand for ecolabeled apples,"['JR Blend', 'EO Van Ravenswaay']",1999,298,American Journal of Agricultural,http://www.jstor.org/stable/1244086,APPLES
Prestorage heat treatment as a means of improving poststorage quality of apples,"['JD Klein', 'S Lurie']",1990,237,Journal of the American Society for,http://journal.ashspublications.org/content/115/2/265.short,APPLES
Endoscopic management of bile duct stones;(apples and oranges),['PB Cotton'],1984,494,Gut,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1432370/,APPLES
Will consumers pay a premium for ecolabeled apples?,"['ML Loureiro', 'JJ McCluskey']",2002,381,Journal of Consumer,http://onlinelibrary.wiley.com/doi/10.1111/j.1745-6606.2002.tb00430.x/full,APPLES
"Apples and oranges: or, why apples are not orange and don't need to be a response to Firth and Wagner",['S Gass'],1998,229,The Modern Language Journal,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4781.1998.tb02597.x/full,APPLES
"Workplace deviance, organizational citizenship behavior, and business unit performance: The bad apples do spoil the whole barrel","['PD Dunlop', 'K Lee']",2004,469,Journal of organizational behavior,http://onlinelibrary.wiley.com/doi/10.1002/job.243/full,APPLES
Light-Induced Expression of a MYB Gene Regulates Anthocyanin Biosynthesis in Red Apples,"['AM Takos', 'FW Jaff', 'SR Jacob', 'J Bogs']",2006,470,Plant,http://www.plantphysiol.org/content/142/3/1216.short,APPLES
"Non-destructive measurement of acidity, soluble solids, and firmness of Jonagold apples using NIR-spectroscopy","['J Lammertyn', 'B Nicolai', 'K Ooms']",1998,368,Transactions of the,https://elibrary.asabe.org/abstract.asp?aid=17238,APPLES
"Efficacy of spray application of chlorinated water in killing pathogenic bacteria on raw apples, tomatoes, and lettuce","['LR Beuchat', 'BV Nail', 'BB Adler']",1998,375,Journal of Food,http://jfoodprotection.org/doi/abs/10.4315/0362-028X-61.10.1305,APPLES
Microwave finish drying of diced apples in a spouted bed,"['H Feng', 'J Tang']",1998,312,Journal of Food Science,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2621.1998.tb15811.x/full,APPLES
"Assessing consumer preferences for organic, eco-labeled, and regular apples","['ML Loureiro', 'JJ McCluskey', 'RC Mittelhammer']",2001,359,Journal of agricultural and,http://www.jstor.org/stable/40987117,APPLES
Extending shelf-life of minimally processed apples with edible coatings and antibrowning agents,"['JY Lee', 'HJ Park', 'CY Lee', 'WY Choi']",2003,329,LWT-Food Science and Technology,http://www.sciencedirect.com/science/article/pii/S0023643803000148,APPLES
Common epitopes of birch pollen and applesstudies by western and northern blot,"['C Ebner', 'T Birkner', 'R Valenta', 'H Rumpold']",1991,287,Journal of allergy and,http://www.sciencedirect.com/science/article/pii/009167499190152E,APPLES
Apples and oranges revisited: contextualized comparisons and the study of comparative labor politics,"['RM Locke', 'K Thelen']",1995,404,Politics & Society,http://journals.sagepub.com/doi/pdf/10.1177/0032329295023003004,APPLES
Compartmentalization of positive and negative self-knowledge: Keeping bad apples out of the bunch,['C Showers'],1992,450,Journal of Personality and Social Psychology,http://psycnet.apa.org/psycinfo/1992-35201-001,APPLES
Apples and apple products,"['RM Smock', 'AM Neubert']",1950,288,,http://krishikosh.egranth.ac.in/bitstream/1/2032015/1/42516.pdf,APPLES
A new race of Venturia inaequalis virulent to apples with resistance due to the Vf gene,"['L Parisi', 'Y Lespinasse', 'J Guillaumes', 'J Krger']",1993,331,Phytopathology,http://apsnet.org/publications/phytopathology/backissues/Documents/1993Articles/Phyto83n05_533.PDF,APPLES
Machine vision for color inspection of potatoes and apples,"['Y Tao', 'PH Heinemann', 'Z Varghese']",1995,279,Transactions of the,https://elibrary.asabe.org/abstract.asp?aid=27982,APPLES
"of water-soluble and water-insoluble dietary fibres [wheat bran, rye bran, rye biscuits, potatoes, carrots, peas, white cabbage, lettuce, apples]","['O Theander', 'P man']",1979,291,Swedish Journal of Agricultural Research,http://agris.fao.org/agris-search/search.do?recordID=SE7901214,APPLES
Inhibitory effect of 1-MCP on ripening and superficial scald development in 'McIntosh'and 'Delicious' apples,"['HPV Rupasinghe', 'DP Murr', 'G Paliyath']",2000,254,The Journal of,http://www.tandfonline.com/doi/abs/10.1080/14620316.2000.11511236,APPLES
Detection of bruises on apples using nearinfrared hyperspectral imaging,['R Lu'],2003,285,Transactions of the ASAE,https://elibrary.asabe.org/abstract.asp?aid=12941,APPLES
The AppLeS project: A status report,"['F Berman', 'R Wolski']",1997,266,Proceedings of the 8th NEC,https://pdfs.semanticscholar.org/1e4b/19e81e8c3320a6afd4f35930b84c7d838e14.pdf,APPLES
AEautomation and emerging technologies: a segmentation algorithm for the automatic recognition of Fuji apples at harvest,"['DM Bulanon', 'T Kataoka', 'Y Ota', 'T Hiroma']",2002,202,Biosystems Engineering,http://www.sciencedirect.com/science/article/pii/S1537511002901327,APPLES
Regulation of skin color in apples,"['JE Lancaster', 'DK Dougall']",1992,294,Critical Reviews in Plant Sciences,http://www.tandfonline.com/doi/pdf/10.1080/07352689209382324,APPLES
Biocontrol of postharvest diseases of apples with antagonist mixtures,['WJ Janisiewicz'],1988,224,Phytopathology,http://admin.apsnet.org/publications/phytopathology/backissues/Documents/1988Articles/Phyto78n02_194.pdf,APPLES
"Sorption isotherms and isosteric heat of sorption for grapes, apricots, apples and potatoes","['F Kaymak-Ertekin', 'A Gedik']",2004,272,LWT-Food Science and Technology,http://www.sciencedirect.com/science/article/pii/S0023643803002032,APPLES
"Harvest maturity, storage temperature, and 1-MCP application frequency alter firmness retention and chlorophyll fluorescence ofRedchief Delicious' apples","['NA Mir', 'E Curell', 'N Khan']",2001,256,Journal of the,http://journal.ashspublications.org/content/126/5/618.short,APPLES
A real-time grading method of apples based on features extracted from defects,"['V Leemans', 'MF Destain']",2004,253,Journal of Food Engineering,http://www.sciencedirect.com/science/article/pii/S0260877403001894,APPLES
"Superficial scald, a functional disorder of stored apples. IX. Effect of maturity and ventilation",['E Anet'],1972,159,Journal of the Science of Food and Agriculture,http://onlinelibrary.wiley.com/doi/10.1002/jsfa.2740230610/full,APPLES
Heat treatment of ripening apples: differential effects on physiology and biochemistry,"['S Lurie', 'JD Klein']",1990,189,Physiologia Plantarum,http://onlinelibrary.wiley.com/doi/10.1111/j.1399-3054.1990.tb02078.x/full,APPLES
Efficacy of commercial formulation of two biofungicides for control of blue mold and gray mold of apples in cold storage,"['WJ Janisiewicz', 'SN Jeffers']",1997,164,Crop Protection,http://www.sciencedirect.com/science/article/pii/S0261219497000483,APPLES
"comparison of different chemical sanitizers for inactivating Escherichia coli O157: H7 and Listeria monocytogenes in solution and on apples, lettuce, strawberries, and","['SL Rodgers', 'JN Cash', 'M Siddiq']",2004,286,Journal of food,http://www.jfoodprotection.org/doi/abs/10.4315/0362-028X-67.4.721,APPLES
"Changes in sugars, acids, and amino acids during ripening and storage of apples (cv. Glockenapfel)","['J Ackermann', 'M Fischer', 'R Amado']",1992,177,Journal of agricultural and,http://pubs.acs.org/doi/pdf/10.1021/jf00019a008,APPLES
Are we comparing apples with apples or apples with oranges? Appropriateness of knowledge accumulation across growth studies,"['D Shepherd', 'J Wiklund']",2009,275,Entrepreneurship Theory and Practice,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-6520.2008.00282.x/full,APPLES
Apples and apples or apples and oranges? A meta-analysis of objective and subjective measures of salesperson performance,"['GA Rich', 'WH Bommer', 'SB MacKenzie']",1999,129,The Journal of Personal,http://www.jstor.org/stable/40471763,APPLES
"Of apples and oranges, file drawers and garbage: why validity issues in meta-analysis will not go away",['D Sharpe'],1997,266,Clinical psychology review,http://www.sciencedirect.com/science/article/pii/S0272735897000561,APPLES
