Title,Authors,Year,Citations,Journal,Link,Topic
Oral health of patients with Parkinson's disease: factors related to their better dental status,"['S Fukayo', 'K Nonaka', 'T Shimizu']",2003,34,The Tohoku journal of,https://www.jstage.jst.go.jp/article/tjem/201/3/201_3_171/_article/-char/ja/,PARKINSONS DISEASE
Synucleins in synaptic plasticity and neurodegenerative disorders,"['DF Clayton', 'JM George']",1999,420,Journal of neuroscience research,http://onlinelibrary.wiley.com/doi/10.1002/(SICI)1097-4547(19991001)58:1%3C120::AID-JNR12%3E3.0.CO;2-E/full,PARKINSONS DISEASE
Accuracy of clinical diagnosis of idiopathic Parkinson's disease: a clinico-pathological study of 100 cases,"['AJ Hughes', 'SE Daniel', 'L Kilford']",1992,7319,Journal of Neurology,http://jnnp.bmj.com/content/55/3/181.short,PARKINSONS DISEASE
Food habits and intake of nutrients in elderly patients with Parkinson's disease,"['B Loreflt', 'W Ganowiak', 'U Wissing', 'AK Granrus']",2006,41,Gerontology,http://www.karger.com/Article/Abstract/91825,PARKINSONS DISEASE
"A review of dual-task walking deficits in people with Parkinson's disease: motor and cognitive contributions, mechanisms, and clinical implications","['VE Kelly', 'AJ Eusterbrock', 'A Shumway-Cook']",2012,141,Parkinson's Disease,https://www.hindawi.com/journals/pd/2012/918719/abs/,PARKINSONS DISEASE
Is freezing of gait in Parkinson's disease a result of multiple gait impairments? Implications for treatment,"['M Plotnik', 'N Giladi', 'JM Hausdorff']",2012,64,Parkinson's disease,https://www.hindawi.com/journals/pd/2012/459321/abs/,PARKINSONS DISEASE
EEG frequency and cognitive dysfunction in patients with Parkinson's disease,"['O Sinanovi', 'A Kapidzi', 'L Kovacevi', 'J Hudi']",2005,27,Medicinski,http://europepmc.org/abstract/med/16134747,PARKINSONS DISEASE
"Idiopathic Parkinson's disease: epidemiology, diagnosis and management","['Y Ben-Shlomo', 'K Sieradzan']",1995,39,Br J Gen Pract,http://bjgp.org/content/bjgp/45/394/261.full.pdf,PARKINSONS DISEASE
Kinematic analysis of the reach to grasp movement in Parkinsons and Huntingtons disease subjects,"['C Bonfiglioli', 'G De Berti', 'P Nichelli', 'R Nicoletti']",1998,39,Neuropsychologia,http://www.sciencedirect.com/science/article/pii/S0028393297001711,PARKINSONS DISEASE
The relationship between motor planning and freezing of gait in Parkinson's disease,"['P Knobl', 'L Kielstra', 'Q Almeida']",2012,38,J Neurol Neurosurg Psychiatry,http://jnnp.bmj.com/content/83/1/98.short,PARKINSONS DISEASE
Parkinsons disease and its chemotherapy,['O Hornykiewicz'],1975,112,Biochemical pharmacology,http://www.sciencedirect.com/science/article/pii/0006295275901902,PARKINSONS DISEASE
Verbal memory in non-demented patients withidiopathic Parkinsons disease,"['SJ Ivory', 'RG Knight', 'BE Longmore', 'T Caradoc-Davies']",1999,95,Neuropsychologia,http://www.sciencedirect.com/science/article/pii/S0028393298001316,PARKINSONS DISEASE
Parkinsons Disease and other -Synucleinopathies,['M Goedert'],2001,107,Clinical chemistry and laboratory medicine,https://www.degruyter.com/view/j/cclm.2001.39.issue-4/cclm.2001.047/cclm.2001.047.xml,PARKINSONS DISEASE
Cost effectiveness of pramipexole in Parkinson's disease in the US,"['TJ Hoerger', 'MV Bala', 'C Rowland', 'M Greer']",1998,62,,http://link.springer.com/article/10.2165/00019053-199814050-00006,PARKINSONS DISEASE
Lack of effects of pramipexole on REM sleep behavior disorder in Parkinson disease,"['H Kumru', 'A Iranzo', 'E Carrasco', 'F Valldeoriola', 'MJ Mart']",2008,81,Sleep,https://academic.oup.com/sleep/article-abstract/31/10/1418/2454093,PARKINSONS DISEASE
Clinical criteria for the diagnosis of Parkinson's disease,['H Reichmann'],2010,89,Neuro-degenerative diseases,http://search.proquest.com/openview/92e554068f5970d9e26cce4be3ccd140/1?pq-origsite=gscholar&cbl=1356336,PARKINSONS DISEASE
Dissociation of neuropeptide Y and somatostatin in Parkinson's disease,"['JM Allen', 'AJ Cross', 'TJ Crow', 'F Javoy-Agid', 'Y Agid']",1985,54,Brain research,http://www.sciencedirect.com/science/article/pii/0006899385916324,PARKINSONS DISEASE
Delayed recognition memory in Parkinsons disease: a role for working memory?,"['GT Stebbins', 'JDE Gabrieli', 'F Masciari', 'L Monti']",1999,89,Neuropsychologia,http://www.sciencedirect.com/science/article/pii/S0028393298000682,PARKINSONS DISEASE
Bibliometric analysis on global Parkinson's disease research trends during 19912006,"['T Li', 'YS Ho', 'CY Li']",2008,81,Neuroscience letters,http://www.sciencedirect.com/science/article/pii/S0304394008008811,PARKINSONS DISEASE
Parkinsons disease and the control of size and speed in handwriting,"['AWA Van Gemmert', 'HL Teulings', 'JL Contreras-Vidal']",1999,89,Neuropsychologia,http://www.sciencedirect.com/science/article/pii/S0028393298001225,PARKINSONS DISEASE
