Title,Authors,Year,Citations,Journal,Link,Topic
Development of polygalacturonase activity and solubilization of pectin in peaches during ripening,"['R Pressey', 'DM Hinton', 'JK Avants']",1971,164,Journal of Food Science,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2621.1971.tb03348.x/full,PEACHES
"Consumer perceptions of quality: apricots, cantaloupes, peaches, pears, strawberries, and tomatoes","['CM BRUHN', 'N FELDMAN', 'C GARLITZ']",1991,178,Journal of Food,http://onlinelibrary.wiley.com/doi/10.1111/j.1745-4557.1991.tb00060.x/full,PEACHES
Separation and characterization of endopolygalacturonase and exopolygalacturonase from peaches,"['R Pressey', 'JK Avants']",1973,207,Plant Physiology,http://www.plantphysiol.org/content/52/3/252.short,PEACHES
Peaches (Prunus),"['R Scorza', 'WR Okie']",1991,258,Genetic Resources of Temperate Fruit and Nut,http://www.actahort.org/books/290/290_5.htm,PEACHES
Salicylic acid pretreatment alleviates chilling injury and affects the antioxidant system and heat shock proteins of peaches during cold storage,"['L Wang', 'S Chen', 'W Kong', 'S Li', 'DD Archbold']",2006,247,Postharvest Biology and,http://www.sciencedirect.com/science/article/pii/S0925521406001177,PEACHES
Pectolytic enzyme activity involved in woolly breakdown of stored peaches,"['R Ben-Arie', 'L Sonego']",1980,160,Phytochemistry,http://www.sciencedirect.com/science/article/pii/S0031942200839175,PEACHES
Development of a calibration equation with temperature compensation for determining the Brix value in intact peaches,"['S Kawano', 'H Abe', 'M Iwamoto']",1995,141,Journal of Near Infrared,http://journals.sagepub.com/doi/abs/10.1255/jnirs.71,PEACHES
Effect of controlled-atmosphere storage on the quality and carotenoid content of sliced persimmons and peaches,"['KP Wright', 'AA Kader']",1997,195,Postharvest Biology and Technology,http://www.sciencedirect.com/science/article/pii/S0925521496000622,PEACHES
Irrigation regimes affect fruit soluble solids concentration and rate of water loss ofO'Henry'peaches,"['CH Crisosto', 'RS Johnson', 'JG Luza']",1994,153,,http://hortsci.ashspublications.org/content/29/10/1169.short,PEACHES
FT-IR spectroscopic determination of the degree of esterification of cell wall pectins from stored peaches and correlation to textural changes,"['AK Chatjigakis', 'C Pappas', 'N Proxenia', 'O Kalantzi']",1998,182,Carbohydrate,http://www.sciencedirect.com/science/article/pii/S0144861798000575,PEACHES
"Comparative content of some bioactive compounds in apples, peaches and pears and their influence on lipids and antioxidant capacity in rats","['H Leontowicz', 'S Gorinstein', 'A Lojek']",2002,177,The Journal of nutritional,http://www.sciencedirect.com/science/article/pii/S0955286302002061,PEACHES
A rapid and efficient method for purifying high quality total RNA from peaches (Prunus persica) for functional genomics analyses,"['L Meisel', 'B Fonseca', 'S Gonzlez', 'R Baeza-Yates']",2005,146,Biological,http://www.scielo.cl/scielo.php?pid=S0716-97602005000100010&script=sci_arttext,PEACHES
Characteristics of polyphenoloxidase related to browning in cling peaches,"['BS Luh', 'B PHITHAKPOL']",1972,148,Journal of Food Science,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2621.1972.tb05832.x/full,PEACHES
The germicidal and hormetic effects of UV-C light on reducing brown rot disease and yeast microflora of peaches,"['C Stevens', 'VA Khan', 'JY Lu', 'CL Wilson', 'PL Pusey']",1998,146,Crop Protection,http://www.sciencedirect.com/science/article/pii/S026121949880015X,PEACHES
Combination of hot water and ethanol to control postharvest decay of peaches and nectarines,"['DA Margosan', 'JL Smilanick', 'GF Simmons']",1997,161,Plant,http://apsjournals.apsnet.org/doi/abs/10.1094/PDIS.1997.81.12.1405,PEACHES
Olefin polymerization and copolymerization catalyst,"['GG Arzoumanidis', 'C Peaches']",1993,31,US Patent 5,https://www.google.com/patents/US5182245,PEACHES
Difference in polygalacturonase composition of clingstone and freestone peaches,"['R Pressey', 'JK Avants']",1978,124,Journal of Food Science,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2621.1978.tb02507.x/full,PEACHES
Control of fungal decay of apples and peaches by the biofumigant fungus Muscodor albus,"['J Mercier', 'JI Jimnez']",2004,170,Postharvest Biology and Technology,http://www.sciencedirect.com/science/article/pii/S0925521403001583,PEACHES
Peaches,['CO Hesse'],1975,174,Advances in fruit breeding,,PEACHES
Physical and chemical changes during the maturation of peaches (cv. Majestic),"['GW Chapman Jr', 'RJ Horvat']",1991,121,Journal of Agricultural,http://pubs.acs.org/doi/pdf/10.1021/jf00005a010,PEACHES
The struggle for tolerance: Race and censorship in Huckleberry Finn,['P Henry'],1992,34,Satire or evasion,,PEACHES
Pectic changes occurring in Elberta peaches suffering from woolly breakdown,"['R Ben-Arie', 'S Lavee']",1971,135,Phytochemistry,http://www.sciencedirect.com/science/article/pii/S0031942200946934,PEACHES
"Separation, identification, and quantification of the major carotenoids in extracts of apricots, peaches, cantaloupe, and pink grapefruit by liquid chromatography","['F Khachik', 'GR Beecher', 'WR Lusby']",1989,153,Journal of agricultural and,http://pubs.acs.org/doi/pdf/10.1021/jf00090a003,PEACHES
of auxin in the ripening of climacteric fruits comes of age: the hormone plays a role of its own and has an intense interplay with ethylene in ripening peaches,"['L Trainotti', 'A Tadiello', 'G Casadoro']",2007,162,Journal of Experimental,https://academic.oup.com/jxb/article-abstract/58/12/3299/635382,PEACHES
THE EFFECT OF ULTRAVIOLET IRRADIATION ON SHELFLIFE AND RIPENING OF PEACHES AND APPLES,"['JY Lu', 'C Stevens', 'VA Khan', 'M Kabwe']",1991,97,Journal of Food,http://onlinelibrary.wiley.com/doi/10.1111/j.1745-4557.1991.tb00070.x/full,PEACHES
Effect of cold storage and maturity on the physical and chemical characteristics and volatile constituents of peaches (cv. Cresthaven),"['JA Robertson', 'FI Meredith', 'RJ Horvat']",1990,127,Journal of Agricultural,http://pubs.acs.org/doi/pdf/10.1021/jf00093a008,PEACHES
Biological control of postharvest brown rot (Monilinia spp.) of peaches by field applications of Epicoccum nigrum,"['I Larena', 'R Torres', 'A De Cal', 'M Lin', 'P Melgarejo']",2005,124,Biological Control,http://www.sciencedirect.com/science/article/pii/S1049964404002014,PEACHES
Chilling injury in peaches: a cytochemical and ultrastructural cell wall study,"['JG Luza', 'R Van Gorsel']",1992,114,Journal of the,http://journal.ashspublications.org/content/117/1/114.short,PEACHES
Development and evaluation of objective maturity indices for California freestone peaches,['P Rood'],1957,77,Proc. Amer. Soc. Hort. Sci,,PEACHES
Volatile characteristics of 50 peaches and nectarines evaluated by HPSPME with GCMS,"['Y Wang', 'C Yang', 'S Li', 'L Yang', 'Y Wang', 'J Zhao']",2009,130,Food Chemistry,http://www.sciencedirect.com/science/article/pii/S0308814609001733,PEACHES
"Relationship between nondestructive firmness measurements and commercially important ripening fruit stages for peaches, nectarines and plums","['C Valero', 'CH Crisosto', 'D Slaughter']",2007,119,Postharvest Biology and Technology,http://www.sciencedirect.com/science/article/pii/S0925521406003450,PEACHES
A cell walloriented genomic approach reveals a new and unexpected complexity of the softening in peaches,"['L Trainotti', 'D Zanin', 'G Casadoro']",2003,134,Journal of Experimental,https://academic.oup.com/jxb/article-abstract/54/389/1821/534673,PEACHES
"Development and ripening of peaches as correlated with physical characteristics, chemical composition, and histological structure of the fruit flesh","['RM Addoms', 'GT Nightingale', 'MA Blake']",1930,111,,http://agris.fao.org/agris-search/search.do?recordID=US201300618902,PEACHES
: I. The Effect of Temperature on the Respiration of Fruits; II. The Effect of Picking on the Rate of Evolution of Carbon Dioxid by Peaches; III. The Rate of,['HC Gore'],1911,72,,,PEACHES
The Kearney Agricultural Center perpendicular V(KAC-V) orchard system for peaches and nectarines,"['TM DeJong', 'KR Day', 'JF Doyle']",1994,81,,http://horttech.ashspublications.org/content/4/4/362.short,PEACHES
UVC irradiation reduces breakdown and chilling injury of peaches during cold storage,"['G GonzalezAguilar', 'CY Wang']",2004,117,Journal of the Science of,http://onlinelibrary.wiley.com/doi/10.1002/jsfa.1675/full,PEACHES
Effect of 1-methylcyclopropene on ripening of melting flesh peaches and nectarines,"['G Liguori', 'A Weksler', 'Y Zutahi', 'S Lurie']",2004,97,Postharvest Biology and,http://www.sciencedirect.com/science/article/pii/S0925521403001881,PEACHES
Non-destructive grading of peaches by near-infrared spectrometry,"['G Carlomagno', 'L Capozzo', 'G Attolico']",2004,109,Infrared Physics &,http://www.sciencedirect.com/science/article/pii/S1350449504000453,PEACHES
Evaluation of the use of microwave power for the control of postharvest diseases of peaches,"['OA Karabulut', 'N Baykal']",2002,86,Postharvest Biology and Technology,http://www.sciencedirect.com/science/article/pii/S0925521402000261,PEACHES
"Simultaneous determination of imidacloprid, carbendazim, methiocarb and hexythiazox in peaches and nectarines by liquid chromatographymass","['C Blasco', 'M Fernndez', 'Y Pic', 'G Font', 'J Maes']",2002,99,Analytica Chimica Acta,http://www.sciencedirect.com/science/article/pii/S0003267002002556,PEACHES
