Title,Authors,Year,Citations,Journal,Link,Topic
"Identification of the most odouractive volatiles in fresh, handextracted juice of Valencia late oranges by odour dilution techniques","['A Hinterholzer', 'P Schieberle']",1998,156,Flavour and Fragrance Journal,http://onlinelibrary.wiley.com/doi/10.1002/(SICI)1099-1026(199801/02)13:1%3C49::AID-FFJ691%3E3.0.CO;2-S/full,ORANGES
Evaluation of aroma differences between hand-squeezed juices from Valencia late and Navel oranges by quantitation of key odorants and flavor reconstitution,"['A Buettner', 'P Schieberle']",2001,174,Journal of Agricultural and Food,http://pubs.acs.org/doi/abs/10.1021/jf001363l,ORANGES
"Mycotoxin production in whole tomatoes, apples, oranges, and lemons","['EE Stinson', 'SF Osman', 'EG Heisler']",1981,121,Journal of agricultural,http://pubs.acs.org/doi/pdf/10.1021/jf00106a025,ORANGES
Apples and oranges: An empirical comparison of commonly used indices of interrater agreement,"['AP Jones', 'LA Johnson', 'MC Butler']",1983,166,Academy of Management,http://amj.aom.org/content/26/3/507.short,ORANGES
Apples and apples or apples and oranges? A meta-analysis of objective and subjective measures of salesperson performance,"['GA Rich', 'WH Bommer', 'SB MacKenzie']",1999,129,The Journal of Personal,http://www.jstor.org/stable/40471763,ORANGES
Enzymes of sugar and acid metabolism in stored'Valencia'oranges,"['E Echeverria', 'J Valich']",1989,90,Journal of the American Society for,http://agris.fao.org/agris-search/search.do?recordID=US8924848,ORANGES
Slot machines having advertising displays,"['CE Oranges', 'PU Schindler', 'HS Ladd']",1999,30,US Patent App. 09/257,https://www.google.com/patents/US20010041609,ORANGES
Changing lipid class patterns during maturation of sweet oranges,"['S Nagy', 'HE Nordby', 'JM Smoot']",1978,128,Journal of Agricultural and Food,http://pubs.acs.org/doi/pdf/10.1021/jf60218a039,ORANGES
Antioxidant effectiveness of organically and non-organically grown red oranges in cell culture systems,"['A Tarozzi', 'S Hrelia', 'C Angeloni', 'F Morroni']",2006,97,European Journal of,http://link.springer.com/article/10.1007/s00394-005-0575-6,ORANGES
Control of green and blue mould by curing on oranges during ambient and cold storage,"['P Plaza', 'J Usall', 'R Torres', 'N Lamarca']",2003,85,Postharvest Biology and,http://www.sciencedirect.com/science/article/pii/S0925521402001278,ORANGES
Traditional analysis of aquifer tests: Comparing apples to oranges?,"['CM Wu', 'TCJ Yeh', 'J Zhu', 'TH Lee']",2005,136,Water Resources,http://onlinelibrary.wiley.com/doi/10.1029/2004WR003717/full,ORANGES
control of the sporulation of Penicillium digitatum and Penicillium italicum within commercial packages of oranges during cold storage,"['L Palou', 'JL Smilanick', 'CH Crisosto', 'M Mansour']",2003,101,Crop Protection,http://www.sciencedirect.com/science/article/pii/S0261219403001455,ORANGES
Estimating agedependent costs and benefits of roots with contrasting life span: comparing apples and oranges,"['TJ Bouma', 'RD Yanai', 'AD Elkin', 'U Hartmond']",2001,140,New,http://onlinelibrary.wiley.com/doi/10.1046/j.1469-8137.2001.00128.x/full,ORANGES
Vis/NIR soluble solids prediction in intact oranges (Citrus sinensis L.) cv. Valencia Late by reflectance,['JA Cayuela'],2008,122,Postharvest Biology and Technology,http://www.sciencedirect.com/science/article/pii/S0925521407002104,ORANGES
Improving control of green and blue molds of oranges by combining Pantoea agglomerans (CPA-2) and sodium bicarbonate,"['N Teixid', 'J Usall', 'L Palou', 'A Asensio', 'C Nunes']",2001,114,European Journal of,http://link.springer.com/article/10.1023/A:1011962121067,ORANGES
Mindfulness in Thailand and the United States: a case of apples versus oranges?,"['MS Christopher', 'S Charoensuk']",2009,109,Journal of clinical,http://onlinelibrary.wiley.com/doi/10.1002/jclp.20580/full,ORANGES
The effect of modified atmosphere packaging on 'ready-to-eat'oranges,"['MT Pretel', 'PS Fernndez', 'F Romojaro']",1998,65,LWT-Food Science and,http://www.sciencedirect.com/science/article/pii/S0023643897903637,ORANGES
Comparing apples and oranges: using reward-specific and reward-general subjective value representation in the brain,"['DJ Levy', 'PW Glimcher']",2011,151,Journal of Neuroscience,http://www.jneurosci.org/content/31/41/14693.short,ORANGES
RS3PE syndrome with unilateral involvement,"['I Olivieri', 'A Padula', 'L Favaro', 'GS Oranges']",1994,24,The Journal of,http://europepmc.org/abstract/med/8182658,ORANGES
"Apples and oranges (and pears, oh my!): The search for moderators in meta-analysis",['JM Cortina'],2003,133,Organizational Research Methods,http://journals.sagepub.com/doi/abs/10.1177/1094428103257358,ORANGES
