Title,Authors,Year,Citations,Journal,Link,Topic
Outcome and predictors of functional recovery 5 years following pediatric traumatic brain injury (TBI),"['C Catroppa', 'VA Anderson', 'SA Morse']",2008,175,Journal of pediatric,https://academic.oup.com/jpepsy/article-abstract/33/7/707/1033844,TBI
Hypopituitarism as a consequence of traumatic brain injury (TBI) and its possible relation with cognitive disabilities and mental distress,"['V Popovic', 'S Pekic', 'D Pavlovic', 'N Maric']",2004,147,J Endocrinol,https://www.researchgate.net/profile/Nadja_Maric/publication/7979103_Hypopituitarism_as_a_consequence_of_traumatic_brain_injury_TBI_and_its_possible_relation_with_cognitive_disabilities_and_mental_distress/links/0deec51b572acef711000000.pdf,TBI
"The relationship between neurobehavioural problems of severe traumatic brain injury (TBI), family functioning and the psychological well-being of the spouse","['MI Anderson', 'TR Parmenter', 'M Mok']",2002,156,Brain injury,http://www.tandfonline.com/doi/abs/10.1080/02699050210128906,TBI
Behavioural interventions for children and adults with behaviour disorders after TBI: A systematic review of the evidence,"['M Ylvisaker', 'L Turkstra', 'C Coehlo', 'K Yorkston']",2007,190,Brain Injury,http://www.tandfonline.com/doi/abs/10.1080/02699050701482470,TBI
"Psychosocial adjustment and employment outcome 2, 5 and 10 years after TBI","['A Franulic', 'CG Carbonell', 'P Pinto', 'I Sepulveda']",2004,139,Brain Injury,http://www.tandfonline.com/doi/abs/10.1080/0269905031000149515,TBI
Diffusion tensor imaging for outcome prediction in mild traumatic brain injury: a TRACK-TBI study,"['', 'TRACK-TBI INVESTIGATORS including']",2014,82,Journal of,http://online.liebertpub.com/doi/abs/10.1089/neu.2013.3171,TBI
Initial reliability and validity of the Ohio State University TBI identification method,"['JD Corrigan', 'J Bogner']",2007,167,The Journal of head trauma rehabilitation,http://journals.lww.com/headtraumarehab/Abstract/2007/11000/Initial_Reliability_and_Validity_of_the_Ohio_State.2.aspx,TBI
The upregulation of plasticity-related proteins following TBI is disrupted with acute voluntary exercise,"['GS Griesbach', 'F Gomez-Pinilla', 'DA Hovda']",2004,150,Brain research,http://www.sciencedirect.com/science/article/pii/S0006899304006638,TBI
Double-blind comparison of once daily betaxolol versus propranolol four times daily in stable angina pectoris,"['KA Narahara', 'TBI Group']",1990,32,The American journal of cardiology,http://www.sciencedirect.com/science/article/pii/0002914990910333,TBI
Recovery of executive skills following paediatric traumatic brain injury (TBI): a 2 year follow-up,"['V Anderson', 'C Catroppa']",2005,154,Brain Injury,http://www.tandfonline.com/doi/abs/10.1080/02699050400004823,TBI
Effects of CDP-choline treatment on neurobehavioral deficits after TBI and on hippocampal and neocortical acetlycholine release,"['CE DIXON', 'X MA', 'DW MARION']",1997,145,Journal of neurotrauma,http://online.liebertpub.com/doi/abs/10.1089/neu.1997.14.161,TBI
Prediction of employment outcome one to three years following traumatic brain injury (TBI),"['K Gollaher', 'W High', 'M Sherer', 'P Bergloff', 'C Boake']",1998,125,Brain injury,http://www.tandfonline.com/doi/abs/10.1080/026990598122557,TBI
Inhibitory control in children with traumatic brain injury (TBI) and children with attention deficit/hyperactivity disorder (ADHD),"['K Konrad', 'S Gauggel', 'A Manz', 'M Schll']",2000,143,Brain injury,http://www.tandfonline.com/doi/abs/10.1080/026990500445691,TBI
Educating students with TBI: Themes and recommendations,"['M Ylvisaker', 'B Todis', 'A Glang']",2001,130,The Journal of head,http://journals.lww.com/headtraumarehab/Abstract/2001/02000/Educating_Students_with_TBI__Themes_and.9.aspx,TBI
Anterior pituitary dysfunction following traumatic brain injury (TBI),"['A Agha', 'CJ Thompson']",2006,129,Clinical endocrinology,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2265.2006.02517.x/full,TBI
Cognitive functioning and postconcussive symptoms in trauma patients with and without mild TBI,"['N Landre', 'CJ Poppe', 'N Davis', 'B Schmaus']",2006,125,Archives of Clinical,http://www.sciencedirect.com/science/article/pii/S0887617706000369,TBI
Children's attentional skills 5 years post-TBI,"['C Catroppa', 'VA Anderson', 'SA Morse']",2006,135,Journal of Pediatric,https://academic.oup.com/jpepsy/article-abstract/32/3/354/2951831,TBI
Behavioral limitations TBI patients tend to underestimate: A replication and extension to patients with lateralized cerebral dysfunction,['GP Prigatano'],1996,111,The Clinical Neuropsychologist,http://www.tandfonline.com/doi/abs/10.1080/13854049608406680,TBI
Serum concentrations of ubiquitin C-terminal hydrolase-L1 and II-spectrin breakdown product 145 kDa correlate with outcome after pediatric TBI,"['RP Berger', 'RL Hayes', 'R Richichi']",2012,115,Journal of,http://online.liebertpub.com/doi/abs/10.1089/neu.2011.1989,TBI
