Title,Authors,Year,Citations,Journal,Link,Topic
Child maltreatment and foster care: Unpacking the effects of prenatal and postnatal parental substance use,"['DK Smith', 'AB Johnson', 'KC Pears']",2007,116,Child,http://journals.sagepub.com/doi/abs/10.1177/1077559507300129,PEARS
Evaluating the influence of the type of social support on job satisfaction and work related psychological well-being,"['P Brough', 'J Pears']",2004,103,International Journal of,https://research-repository.griffith.edu.au/bitstream/handle/10072/5572/26522_1.pdf?sequence=1,PEARS
Phenotype-dependent and-independent actions of rosuvastatin on atherogenic lipoprotein subfractions in hyperlipidaemia,"['', 'P Durrington', 'P Laggner', 'M Mackness', 'J Pears']",2003,102,Atherosclerosis,http://www.sciencedirect.com/science/article/pii/S0021915003003654,PEARS
"A prospective three generational study of fathers' constructive parenting: Influences from family of origin, adolescent adjustment, and offspring temperament","['DCR Kerr', 'DM Capaldi', 'KC Pears']",2009,105,Developmental,http://psycnet.apa.org/journals/dev/45/5/1257/,PEARS
Using controlled clinical trials to learn more about acute druginduced liver injury,"['PB Watkins', 'PJ Seligman', 'JS Pears', 'MI Avigan']",2008,92,,http://onlinelibrary.wiley.com/doi/10.1002/hep.22633/full,PEARS
Characterization of two highly diverged but developmentally co-regulated cysteine proteinase genes in              Dictyostelium discoideum,"['CJ Pears', 'HM Mahbubani', 'JG Williams']",1985,94,Nucleic acids research,https://academic.oup.com/nar/article-abstract/13/24/8853/2358597,PEARS
A human action recognition system for embedded computer vision application,"['H Meng', 'N Pears', 'C Bailey']",2007,89,Computer Vision and Pattern,http://ieeexplore.ieee.org/abstract/document/4270418/,PEARS
Early elementary school adjustment of maltreated children in foster care: The roles of inhibitory control and caregiver involvement,"['KC Pears', 'PA Fisher', 'J Bruce', 'HK Kim']",2010,101,Child,http://onlinelibrary.wiley.com/doi/10.1111/j.1467-8624.2010.01491.x/full,PEARS
The goals and strategies of self-deception,['D Pears'],1985,87,The multiple self,https://books.google.com/books?hl=en&lr=&id=gallZjrCiR4C&oi=fnd&pg=PA59&dq=PEARS&ots=_tBJCDW0rF&sig=9nOpuXFIlBEcTLSf5C4iZ6xpn2g,PEARS
An instance of the fingerpost,['I Pears'],1999,63,,https://books.google.com/books?hl=en&lr=&id=ZJnZCREJorAC&oi=fnd&pg=PT10&dq=PEARS&ots=pr0lsRoPZ3&sig=LoDu1rE5mW4sjZ247PWiKQTs1YA,PEARS
Face recognition: A comparison of appearance-based approaches,"['T Heseltine', 'N Pears', 'J Austin']",2003,85,Proc. VIIth Digital image,https://books.google.com/books?hl=en&lr=&id=oz-Sinxlj08C&oi=fnd&pg=PT91&dq=PEARS&ots=yZstHGlVnY&sig=HnvAX4BlOfO5_V5uS3ZnTzNU_tk,PEARS
"Lipid and apolipoprotein ratios: association with coronary artery disease and effects of rosuvastatin compared with atorvastatin, pravastatin, and simvastatin","['', 'MH Davidson', 'RJ Caplan', 'JS Pears']",2003,91,The American journal of,http://www.sciencedirect.com/science/article/pii/S0002914903000055,PEARS
The factor structure of the Eating Attitudes Test with adolescent schoolgirls,"['JE Wells', 'PA Coope', 'DC Gabb', 'RK Pears']",1985,83,Psychological Medicine,https://www.cambridge.org/core/journals/psychological-medicine/article/the-factor-structure-of-the-eating-attitudes-test-with-adolescent-schoolgirls/67510EE72385BA7FA628DFC2E30A5407,PEARS
Three-dimensional face recognition: An eigensurface approach,"['T Heseltine', 'N Pears', 'J Austin']",2004,85,Image Processing,http://ieeexplore.ieee.org/abstract/document/1419769/,PEARS
Changes in attachment during the third year: Consequences and predictions,"['BI Fagot', 'KC Pears']",1996,88,Development and Psychopathology,https://www.cambridge.org/core/journals/development-and-psychopathology/article/changes-in-attachment-during-the-third-year-consequences-and-predictions/855B2C476214509BAF5F579A79D04F80,PEARS
