Title,Authors,Year,Citations,Journal,Link,Topic
"[BOOK][B] Children and AIDS: Fifth Stocktaking Report, 2010",['Joint United Nations Programme on HIV/AIDS.'],2010,226,,https://books.google.com/books?hl=en&lr=&id=J82jjjm-FIYC&oi=fnd&pg=PA17&dq=HIV&ots=35mAe_l5Y3&sig=qcL9zqzZZ5P2skX2B4TmHNmk9EE,HIV
CD4-induced interaction of primary HIV-1 gp120 glycoproteins with the chemokine receptor CCR-5,"['L Wu', 'NP Gerard', 'R Wyatt', 'H Choe', 'C Parolin']",1996,1351,Nature,https://www.nature.com/nature/journal/v384/n6605/abs/384179a0.html,HIV
Prevention of HIV-1 infection with early antiretroviral therapy,"['MS Cohen', 'YQ Chen', 'M McCauley']",2011,5122,New England journal,http://www.nejm.org/doi/full/10.1056/NEJMoa1105243,HIV
"HIV prevalence estimates--United States, 2006",['for Disease Control and Prevention (CDC'],2008,467,MMWR. Morbidity and,https://www.ncbi.nlm.nih.gov/pubmed/18830210,HIV
South African national HIV prevalence incidence behaviour and communication survey 2008: a turning tide among teenagers?,"['O Shisana', 'T Rehle', 'LC Simbayi', 'K Zuma', 'S Jooste']",2009,750,,http://www.popline.org/node/206526,HIV
Clinical progression and virological failure on highly active antiretroviral therapy in HIV-1 patients: a prospective cohort study,"['', 'P Francioli', 'R Weber', 'Swiss HIV Cohort Study']",1999,1014,The Lancet,http://www.sciencedirect.com/science/article/pii/S0140673699011228,HIV
"Clinical progression, survival, and immune recovery during antiretroviral therapy in patients with HIV-1 and hepatitis C virus coinfection: the Swiss HIV Cohort Study","['', 'M Flepp', 'A Telenti', 'Swiss HIV Cohort Study']",2000,1045,The Lancet,http://www.sciencedirect.com/science/article/pii/S0140673600032323,HIV
Mortality in the highly active antiretroviral therapy era: changing causes of death and disease in the HIV outpatient study,"['', 'HIV Outpatient Study Investigators']",2006,1250,JAIDS Journal of,http://journals.lww.com/jaids/Abstract/2006/09000/Mortality_in_the_Highly_Active_Antiretroviral.5.aspx,HIV
Homozygous defect in HIV-1 coreceptor accounts for resistance of some multiply-exposed individuals to HIV-1 infection,"['R Liu', 'WA Paxton', 'S Choe', 'D Ceradini', 'SR Martin']",1996,3137,Cell,http://www.sciencedirect.com/science/article/pii/S0092867400801105,HIV
[CITATION][C] HIV and infant feeding: guidelines for decision-makers,"['', 'Joint United Nations Programme on HIV/AIDS.']",2003,109,,,HIV
"[CITATION][C] Report on the global HIV/AIDS epidemic, June 2000",['Joint United Nations Programme on HIV/AIDS.'],2000,96,,,HIV
Rapid turnover of plasma virions and CD4 lymphocytes in HIV-1 infection,"['DD Ho', 'AU Neumann', 'AS Perelson', 'W Chen']",1995,4859,Nature,http://link.springer.com/article/10.1038/373123a0,HIV
High-impact HIV prevention: CDC's approach to reducing HIV infections in the United States,['CDC HIV'],2011,102,,https://www.cdc.gov/hiv/policies/hip/hip.html,HIV
[CITATION][C] 1993 revised classification system for HIV infection and expanded surveillance case definition for AIDS among adolescents and adults,['Centers for Disease Control and Prevention'],1992,4663,MMWR Recomm. Rep.,http://ci.nii.ac.jp/naid/10029589041/,HIV
Preliminary development of the World Health Organsiation's Quality of Life HIV instrument (WHOQOL-HIV): analysis of the pilot version,['WHIV Group'],2003,140,Social Science & Medicine,http://www.sciencedirect.com/science/article/pii/S0277953602005063,HIV
"HIV-1 entry cofactor: functional cDNA cloning of a seven-transmembrane, G protein-coupled receptor","['Y Feng', 'CC Broder', 'PE Kennedy', 'EA Berger']",1996,4813,Science,http://science.sciencemag.org/content/272/5263/872.short,HIV
Identification of a major co-receptor for primary isolates of HIV-1,"['HK Deng', 'R Liu', 'W Ellmeier', 'S Choe', 'D Unutmaz']",1996,4123,Nature,https://www.researchgate.net/profile/Harold_Burkhart/publication/237870621_Equations_for_estimating_loblolly_pine_branch_and_foliage_weight_and_surface_area_distributions/links/54c63d8a0cf2911c7a57bfc3/Equations-for-estimating-loblolly-pine-branch-and-foliage-weight-and-surface-area-distributions.pdf,HIV
"CC CKR5: A RANTES, MIP-1, MIP-1 Receptor as a Fusion Cofactor for Macrophage-Tropic HIV-1","['G Alkhatib', 'C Combadiere', 'CC Broder', 'Y Feng']",1996,3161,,http://science.sciencemag.org/content/272/5270/1955.short,HIV
Co-morbidities in persons infected with HIV: increased burden with older age and negative effects on health-related quality of life,"['', 'SP Woods', 'and The HIV']",2013,120,AIDS patient care,http://online.liebertpub.com/doi/abs/10.1089/apc.2012.0329,HIV
