Title,Authors,Year,Citations,Journal,Link,Topic
Alzheimer's A (142) is generated in the endoplasmic reticulum/intermediate compartment of NT2N cells,"['DG Cook', 'MS Forman', 'JC Sung', 'S Leight', 'DL Kolson']",1997,533,Nature medicine,https://www.nature.com/articles/nm0997-1021,ALZHEIMERS
Alzheimer's amyloid fibrils: structure and assembly,['LC Serpell'],2000,809,Biochimica et Biophysica Acta (BBA)-Molecular Basis,http://www.sciencedirect.com/science/article/pii/S0925443900000296,ALZHEIMERS
The decline of working memory in Alzheimer's disease: A longitudinal study,"['AD Baddeley', 'S Bressi', 'S DELLA SALA', 'R LOGIE']",1991,771,Brain,https://academic.oup.com/brain/article-abstract/114/6/2521/371418,ALZHEIMERS
2012 Alzheimer's disease facts and figures,"[""Alzheimer's Association""]",2012,811,Alzheimer's & Dementia,http://www.sciencedirect.com/science/article/pii/S1552526012000325,ALZHEIMERS
Soluble pool of A amyloid as a determinant of severity of neurodegeneration in Alzheimer's disease,"['CA McLean', 'RA Cherny', 'FW Fraser']",1999,1793,Annals of,http://onlinelibrary.wiley.com/doi/10.1002/1531-8249(199912)46:6%3C860::AID-ANA8%3E3.0.CO;2-M/full,ALZHEIMERS
Hypothetical model of dynamic biomarkers of the Alzheimer's pathological cascade,"['CR Jack', 'DS Knopman', 'WJ Jagust', 'LM Shaw']",2010,2397,The Lancet,http://www.sciencedirect.com/science/article/pii/S1474442209702996,ALZHEIMERS
Plasma homocysteine as a risk factor for dementia and Alzheimer's disease,"['S Seshadri', 'A Beiser', 'J Selhub']",2002,3113,England Journal of,http://www.nejm.org/doi/full/10.1056/nejmoa011613,ALZHEIMERS
"A controlled trial of selegiline, alpha-tocopherol, or both as treatment for Alzheimer's disease","['M Sano', 'C Ernesto', 'RG Thomas']",1997,2789,England Journal of,http://www.nejm.org/doi/full/10.1056/NEJM199704243361704,ALZHEIMERS
Early-onset Alzheimer's disease caused by mutations at codon 717 of the -amyloid precursor protein gene,"['MC Chartier-Harlin', 'F Crawford', 'H Houlden', 'A Warren']",1991,1353,Nature,https://www.nature.com/nature/journal/v353/n6347/abs/353844a0.html,ALZHEIMERS
"Atherosclerosis, apolipoprotein E, and prevalence of dementia and Alzheimer's disease in the Rotterdam Study","['A Hofman', 'A Ott', 'MMB Breteler', 'ML Bots', 'AJC Slooter']",1997,1435,The Lancet,http://www.sciencedirect.com/science/article/pii/S0140673696093282,ALZHEIMERS
of Alzheimer's disease Report of the NINCDSADRDA Work Group* under the auspices of Department of Health and Human Services Task Force on Alzheimer's,"['G McKhann', 'D Drachman', 'M Folstein', 'R Katzman']",1984,2691,Neurology,http://www.neurology.org/content/34/7/939.short,ALZHEIMERS
Decreased clearance of CNS -amyloid in Alzheimer's disease,"['KG Mawuenyega', 'W Sigurdson', 'V Ovod']",2010,1044,,http://science.sciencemag.org/content/330/6012/1774.short,ALZHEIMERS
"Alzheimer's Disease--Genotypes, Phenotype, and Treatments",['DJ Selkoe'],1997,1164,Science,http://science.sciencemag.org/content/275/5300/630.short,ALZHEIMERS
A new rating scale for Alzheimer's disease,"['WG Rosen', 'RC Mohs', 'KL Davis']",1984,3492,The American journal of,http://psycnet.apa.org/psycinfo/1985-08430-001,ALZHEIMERS
